ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long
l̤ʷ,-1,1,1,1,-1,1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1
l̪̤ʲ,-1,1,1,1,-1,1,-1,0,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1
l̪̤ˠ,-1,1,1,1,-1,1,-1,0,1,1,-1,1,1,1,-1,1,-1,1,-1,-1,0,-1
l̪̤ʷ,-1,1,1,1,-1,1,-1,0,1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1
l̃,-1,1,1,1,-1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1
l̃ː,-1,1,1,1,-1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1
l̪̃,-1,1,1,1,-1,1,1,0,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1
l̪̃ː,-1,1,1,1,-1,1,1,0,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1
l̃ˤ,-1,1,1,1,-1,1,1,0,1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1
l̪̃ˤ,-1,1,1,1,-1,1,1,0,1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,0,-1
l̰̃,-1,1,1,1,-1,1,1,0,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1
l̪̰̃,-1,1,1,1,-1,1,1,0,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1
χ̩,1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1
ʁ̩,1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1
ʂ̩,1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1
ʐ̩,1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1
ʃ̩,1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1
ʒ̩,1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1
s̩,1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1
z̩,1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1
s̪̩,1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1
θ̩,1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1
z̪̩,1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1
ð̩,1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1
f̩,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1
ɸ̩,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1
v̩,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1
β̩,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1
ħ̩,1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1
ʕ̩,1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1
ç̩,1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1
ʝ̩,1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1
x̩,1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
ɣ̩,1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
ɱ̩,1,1,1,-1,0,-1,1,0,1,-1,-1,1,-1,0,1,0,0,0,-1,-1,0,-1
ɴ̩,1,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1
ɳ̩,1,1,1,-1,-1,-1,1,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,0,-1
n̩,1,1,1,-1,-1,-1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1
n̪̩,1,1,1,-1,-1,-1,1,0,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1
m̩,1,1,1,-1,-1,-1,1,0,1,-1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1
ɲ̩,1,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1
ŋ̩,1,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
ʋ̩,1,1,-1,1,0,-1,-1,0,1,-1,-1,1,-1,0,1,0,0,0,-1,-1,0,-1
ɘ̙,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
ɘ̙ː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1
ɘ̥,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1
ɘ̘,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1
ɘ̞,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1
ɘ̆,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1
ɘ̝,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1
ɘ̈,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1
ɘ̟,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1
ɘ̠,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1
ɘ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1
ɘ̥ː,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,1
ɘ̘ː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,1
ɘː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,1
ɤ̙,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1
ɤ̙ː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,1
ɤ̥,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1
ɤ̘,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1
ɤ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1
ɤ̞,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1
ɤ̆,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1
ɤ̝,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1
ɤ̈,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1
ɤ̟,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1
ɤ̠,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1
ɤ̥ː,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,1
ɤ̘ː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,1
ɤː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,1
ɞ̥,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1
ɞ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1
ɞ̞,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1
ɞ̙,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1
ɵ̙,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1
ɞ̆,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1
ɞ̝,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1
ɞ̈,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1
ɞ̟,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1
ɞ̠,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1
ɞ̥ː,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,1
ɞ̙ː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,1
ɵ̙ː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,1
ɞː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,1
ɵ̥,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,1,-1
ɞ̘,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,1,-1
ɵ̘,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,1,-1
ɵ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,1,-1
ɵ̞,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,1,-1
ɵ̆,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,1,-1
ɵ̝,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,1,-1
ɵ̈,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,1,-1
ɵ̟,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,1,-1
ɵ̠,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,1,-1
ɵ̥ː,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,1,1
ɞ̘ː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,1,1
ɵ̘ː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,1,1
ɵː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,1,1
ɑ̙,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,-1,-1
ɑ̙ː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,-1,1
ɑ̥ˤ,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɘ̥ˤ,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɤ̥ˤ,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɑ̥,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɑ̘,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɑ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɑ̞,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɑ̆,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɑ̝,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɑ̈,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɑ̟,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɑ̠,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɑˤ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɘˤ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɤˤ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɑ̥ː,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,1
ɑ̘ː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,1
ɑː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,1
ɑˤː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,1
ɘˤː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,1
ɤˤː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,1
ɑːˤ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,1
ɘːˤ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,1
ɤːˤ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,1
ɞ̥ˤ,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,-1,1,1,1,-1,-1,-1
ɞˤ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,1,1,1,-1,-1,-1
ɞˤː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,1,1,1,-1,-1,1
ɞːˤ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,1,1,1,-1,-1,1
ɵ̥ˤ,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,-1,1,1,1,-1,1,-1
ɵˤ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,1,1,1,-1,1,-1
ɵˤː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,1,1,1,-1,1,1
ɵːˤ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,-1,1,1,1,-1,1,1
ɘ̙ˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,1,-1,1,-1,-1,-1,-1
ɤ̙ˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,1,-1,1,-1,-1,-1,-1
ɘ̥ˠ,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,1,-1,1,-1,-1,1,-1
ɤ̥ˠ,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,1,-1,1,-1,-1,1,-1
ɘˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,1,-1,1,-1,-1,1,-1
ɤˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,1,-1,1,-1,-1,1,-1
ɘ̘ˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,1,-1,1,-1,-1,1,-1
ɤ̘ˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,1,-1,1,-1,-1,1,-1
ɘːˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,1,-1,1,-1,-1,1,1
ɤːˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,1,-1,1,-1,-1,1,1
ɰ̩,1,1,-1,1,0,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,1,-1
ɘ˞,1,1,-1,1,0,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,1,-1
ɤ˞,1,1,-1,1,0,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,-1
ʉ̙,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,-1,-1
ʉ̙ː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,-1,1
ʉ̥,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,1,-1
ʉ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,1,-1
ʉ̘,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,1,-1
ʉ̞,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,1,-1
ʉ̆,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,1,-1
ʉ̝,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,1,-1
ʉ̈,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,1,-1
ʉ̟,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,1,-1
ʉ̠,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,1,-1
ʉ̥ː,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,1,1
ʉ̘ː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,1,1
ʉː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,1,1
ɞ̥ˠ,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,1,-1,-1,-1
ɞ̙ˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,-1,-1
ɵ̙ˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,-1,-1
ʉ̙ˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,-1,-1
ɞˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,-1,-1
ɞːˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,-1,1
ɵ̥ˠ,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,1,-1,1,-1
ʉ̥ˠ,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,1,-1,1,-1
ɵˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,1,-1
ʉˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,1,-1
ɞ̘ˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,1,-1
ɵ̘ˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,1,-1
ʉ̘ˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,1,-1
ɵːˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,1,1
ʉːˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,1,1
ɞ˞,1,1,-1,1,0,-1,-1,0,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1
ʉ˞,1,1,-1,1,0,-1,-1,0,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,1,-1
ɵ˞,1,1,-1,1,0,-1,-1,0,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,1,-1
ɥ̩,1,1,-1,1,0,-1,-1,0,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,1,-1
ɑ̙ˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,1,1,1,-1,-1,-1,-1
ɑ̥ˠ,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,1,1,1,-1,-1,1,-1
ɑˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,1,1,1,-1,-1,1,-1
ɑ̘ˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,1,1,1,-1,-1,1,-1
ɑːˠ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,1,1,1,-1,-1,1,1
ɑ˞,1,1,-1,1,0,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,1,-1
ʉ̥ˤ,1,1,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,1,1,1,1,-1,1,-1
ʉˤ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,1,1,1,-1,1,-1
ʉˤː,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,1,1,1,-1,1,1
ʉːˤ,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,1,1,1,1,-1,1,1
ɘˀ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1
ˀɘ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1
ɘ̰,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1
ɘ̰ː,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,1
ɤˀ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1
ˀɤ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1
ɤ̰,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1
ɤ̰ː,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,-1,-1,1,-1,-1,1,1
ɞˀ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1
ˀɞ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1
ɞ̰,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1
ɞ̰ː,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,-1,-1,-1,1,-1,-1,1
ɵˀ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,-1,-1,-1,1,-1,1,-1
ˀɵ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,-1,-1,-1,1,-1,1,-1
ɵ̰,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,-1,-1,-1,1,-1,1,-1
ɵ̰ː,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,-1,-1,-1,1,-1,1,1
ɑˀ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ˀɑ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɑ̰,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɑ̰ˤ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɘ̰ˤ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɤ̰ˤ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,-1,1,1,-1,-1,1,-1
ɑ̰ː,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,-1,1,1,-1,-1,1,1
ɞ̰ˤ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,-1,1,1,1,-1,-1,-1
ɵ̰ˤ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,-1,1,1,1,-1,1,-1
ɘ̰ˠ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,1,-1,1,-1,-1,1,-1
ɤ̰ˠ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,-1,1,-1,1,-1,-1,1,-1
ʉˀ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,1,-1,-1,1,-1,1,-1
ˀʉ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,1,-1,-1,1,-1,1,-1
ʉ̰,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,1,-1,-1,1,-1,1,-1
ʉ̰ː,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,1,-1,-1,1,-1,1,1
ɞ̰ˠ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,1,-1,1,1,-1,-1,-1
ɵ̰ˠ,1,1,-1,1,0,-1,-1,0,1,-1,1,0,-1,0,1,1,-1,1,1,-1,1,-1
